,SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
11051,10.0,24.1,84333,10,22,tcp,1540,-------,11,2642,16103,24798600,clien-10,Switch2,9.153789,9.153789,9.163912,0.0,328.561898,505985.0,1540.0,0.236498,0.0,9.153789,9.184158,1.0,50.010552000000004,Smurf
11170,14.0,24.15,65279,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,62.015243000000005,62.036214,62.05145699999999,0.020971,23.094907,1513530.0,65535.2,0.131248,0.092914,62.0,62.092914,0.0,9.092914,Smurf
11315,26.0,25.1,20466,26,25,tcp,576,-------,1,1078433,5628,3241120,webserverlistin,webcache,20.022928,20.137392000000002,20.176607999999998,0.11446400000000001,658.0904429999999,378989.000956,575.891969,0.030910000000000003,0.15367999999999998,20.022928,20.176607999999998,1.447776,9.999792,Smurf
11383,11.0,24.12,5367,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,6.035728,6.046214,6.061457,0.010486,23.175081,1518780.0,65535.2,0.131248,0.061457000000000005,6.0,6.061457,0.0,9.061457,Smurf
11583,24.3,3.0,370220,24,23,ack,55,-------,4,10835,16091,885005,server1,Router,34.026429,34.026429,34.036432,0.0,328.24105099999997,18053.3,55.0,0.008440000000000001,0.0,34.026429,34.056438,1.030029,50.051929,Smurf
11596,1.0,24.1,22517,1,21,ping,65535,-------,0,-1,210,13762400,client-1,switch1,22.0,22.0,22.015242999999998,0.0,23.215379000000002,1521430.0,65535.2,0.131248,0.045728,22.0,22.045728,0.0,9.045728,Smurf
11849,24.13,13.0,478472,23,22,ack,55,-------,14,13567,16103,885665,Router,Switch2,42.338826,42.338826,42.348828999999995,0.0,328.46027799999996,18065.3,55.0,0.008445999999999999,0.0,42.328821999999995,42.358832,1.030032,50.055747,Smurf
11902,20.0,25.0,70302,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,66.711424,66.711424,66.742064,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,66.670781,66.742064,1.201267,75.999728,Smurf
12006,24.3,3.0,66397,21,3,ack,55,-------,4,2063,16091,885005,Switch1,clien-3,7.4828589999999995,7.4828589999999995,7.492862,0.0,328.24105099999997,18053.3,55.0,0.008440000000000001,0.0,7.462853,7.492862,1.030029,50.051929,Smurf
12094,14.0,24.15,37577,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,36.051457,36.077671,36.092914,0.026213999999999998,23.094907,1513530.0,65535.2,0.131248,0.092914,36.0,36.092914,0.0,9.092914,Smurf
12102,6.0,24.6,44017,21,23,ping,65535,-------,0,-1,210,13762400,switch1,router,42.015243,42.041457,42.0567,0.026213999999999998,23.0816,1512660.0,65535.2,0.131248,0.098156,42.0,42.098156,0.0,9.098156,Smurf
12408,24.14,14.0,48276,24,23,ack,55,-------,15,1491,16103,885665,server1,Router,5.752154,5.752154,5.762157,0.0,328.43200099999996,18063.8,55.0,0.008445999999999999,0.0,5.752154,5.782163,1.030038,50.059974,Smurf
12702,10.0,24.1,459932,22,23,tcp,1540,-------,11,13116,16103,24798600,Switch2,Router,40.916526,40.916526,40.92665,0.0,328.561898,505985.0,1540.0,0.236498,0.00135,40.906403000000005,40.938123,1.0,50.010552000000004,Smurf
12809,6.0,24.6,134077,6,21,tcp,1540,-------,7,4189,16091,24780100,clien-6,Switch1,13.838145,13.838145,13.848268,0.0,328.192835,505416.0,1540.0,0.236321,0.0,13.838145,13.868514999999999,1.0,50.029102,Smurf
13016,6.1,24.26,580721,23,24,cbr,1000,-------,27,3227,6250,6250000,Router,server1,50.83664,50.83712,50.8472,0.00047999999999999996,124.942027,124942.0,1000.0,0.059605,0.0009599999999999999,50.816,50.8472,25.0,75.0232,Smurf
13175,7.1,24.27,442893,21,23,cbr,1000,-------,28,1825,6250,6250000,Switch1,Router,39.610079999999996,39.610665999999995,39.620746000000004,0.000586,124.941627,124942.0,1000.0,0.059605,0.001269,39.6,39.631509,25.0,75.02336,Smurf
13238,24.17,17.0,522746,22,17,ack,55,-------,18,43,49,2695,Switch2,clien-17,45.745421,45.745421,45.755424,0.0,1.0471059999999999,57.5908,55.0,2.6000000000000002e-05,0.0,45.725414,45.755424,1.388582,48.184232,Smurf
13563,4.1,24.24,595235,23,24,cbr,1000,-------,25,3949,6250,6250000,Router,server1,56.612480000000005,56.6128,56.62288,0.00032,124.942826,124943.0,1000.0,0.059605,0.00064,56.592,56.62288,25.0,75.02288,Smurf
13599,15.0,24.15,197341,15,22,tcp,1540,-------,16,6152,16092,24781700,clien-15,Switch2,19.79371,19.79371,19.803834,0.0,328.205808,505437.0,1540.0,0.236337,0.0,19.79371,19.82408,1.0,50.030211,Smurf
13744,17.0,24.19,20349,17,22,ping,65535,-------,0,-1,210,13762400,client-17,switch2,20.0,20.0,20.015242999999998,0.0,23.015288,1508310.0,65535.2,0.131248,0.12437000000000001,20.0,20.124370000000003,0.0,9.124369999999999,Smurf
13995,12.0,24.13,12,12,22,ping,65535,-------,0,-1,210,13762400,client-12,switch2,0.0,0.0,0.015243000000000001,0.0,23.148296,1517030.0,65535.2,0.131248,0.07194199999999999,0.0,0.07194199999999999,0.0,9.071942,Smurf
14126,4.0,24.4,303655,23,24,tcp,1540,-------,5,9169,16091,24780100,Router,server1,28.939958,28.939958,28.950082000000002,0.0,328.217832,505455.0,1540.0,0.236321,0.0,28.919712,28.950082000000002,1.0,50.025368,Smurf
14338,9.0,24.1,62111,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,59.072428,59.114369999999994,59.129613,0.041942,23.00207,1507450.0,65535.2,0.131248,0.129613,59.0,59.129613,0.0,9.129613,Smurf
14363,4.0,24.4,12900,21,23,ping,65535,-------,0,-1,210,13762400,switch1,router,13.015243,13.030971000000001,13.046213999999999,0.015728,23.134926,1516150.0,65535.2,0.131248,0.077185,13.0,13.077185,0.0,9.077185,Smurf
14539,7.0,24.7,262955,7,21,tcp,1540,-------,8,8140,16090,24778600,clien-7,Switch1,25.795378,25.795378,25.805501,0.0,328.167486,505378.0,1540.0,0.23630700000000002,0.0,25.795378,25.825747,1.0,50.029841999999995,Smurf
14574,24.0,0.0,160567,21,0,ack,55,-------,1,5006,16091,885005,Switch1,clien-0,16.355563,16.355563,16.365566,0.0,328.316229,18057.4,55.0,0.008440000000000001,0.0,16.335556,16.365566,1.03001,50.040684999999996,Smurf
14576,6.1,24.26,607514,23,24,cbr,1000,-------,27,4558,6250,6250000,Router,server1,61.48464,61.485119999999995,61.4952,0.00047999999999999996,124.942027,124942.0,1000.0,0.059605,0.0009599999999999999,61.464,61.4952,25.0,75.0232,Smurf
14581,13.1,24.33,625676,23,24,cbr,1000,-------,34,5460,6250,6250000,Router,server1,68.7004,68.70071999999999,68.7108,0.00032,124.943026,124943.0,1000.0,0.059605,0.00056,68.68,68.7108,25.0,75.0228,Smurf
14807,11.1,24.31,641292,11,22,cbr,1000,-------,32,6235,6250,6250000,clien-11,Switch2,74.88,74.88,74.89008000000001,0.0,124.943825,124944.0,1000.0,0.059605,0.00023999999999999998,74.88,74.91048,25.0,75.02248,Smurf
15266,11.0,24.12,37574,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,36.015243,36.020486,36.035728000000006,0.005243,23.175081,1518780.0,65535.2,0.131248,0.061457000000000005,36.0,36.061457,0.0,9.061457,Smurf
15435,14.0,24.14,249944,23,24,tcp,1540,-------,15,7800,16103,24798600,Router,server1,24.764066,24.764066,24.774189,0.0,328.431807,505785.0,1540.0,0.236498,0.0,24.743819000000002,24.774189,1.0,50.029965000000004,Smurf
15521,24.5,5.0,322729,21,5,ack,55,-------,6,9637,16091,885005,Switch1,clien-5,30.401259000000003,30.401259000000003,30.411262,0.0,328.20485099999996,18051.3,55.0,0.008440000000000001,0.0,30.381253000000005,30.411262,1.030042,50.057349,Smurf
15968,9.0,24.1,37572,9,21,ping,65535,-------,0,-1,210,13762400,client-9,switch1,36.0,36.0,36.015243,0.0,23.00207,1507450.0,65535.2,0.131248,0.129613,36.0,36.129613,0.0,9.129613,Smurf
16066,24.8,8.0,413400,23,21,ack,55,-------,9,11917,16088,884840,Router,Switch1,37.347213,37.347213,37.357217,0.0,328.113525,18046.2,55.0,0.008438,0.0,37.33721,37.36722,1.030054,50.061864,Smurf
16104,6.0,24.6,44017,6,21,ping,65535,-------,0,-1,210,13762400,client-6,switch1,42.0,42.0,42.015243,0.0,23.0816,1512660.0,65535.2,0.131248,0.098156,42.0,42.098156,0.0,9.098156,Smurf
16403,2.1,24.22,556575,2,21,cbr,1000,-------,23,2915,6250,6250000,clien-2,Switch1,48.32,48.32,48.33008,0.0,124.943625,124944.0,1000.0,0.059605,0.000454,48.32,48.350694,25.0,75.02256,Smurf
16474,18.0,24.2,1044,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,2.072428,2.119613,2.134856,0.047185000000000005,22.988868,1506580.0,65535.2,0.131248,0.134856,2.0,2.134856,0.0,9.134856,Smurf
16567,16.0,24.18,53653,16,22,ping,65535,-------,0,-1,210,13762400,client-16,switch2,51.0,51.0,51.015243,0.0,23.041764999999998,1510050.0,65535.2,0.131248,0.11388499999999999,51.0,51.113884999999996,0.0,9.113885,Smurf
16581,5.1,24.25,454149,21,23,cbr,1000,-------,26,1933,6250,6250000,Switch1,Router,40.47408,40.47448,40.484559999999995,0.0004,124.942427,124942.0,1000.0,0.059605,0.0008529999999999999,40.464,40.495093,25.0,75.02304000000001,Smurf
16651,14.0,24.15,15028,23,24,ping,65535,-------,0,-1,210,13762400,router,server1,15.051457000000001,15.077670999999999,15.092914000000002,0.026213999999999998,23.094907,1513530.0,65535.2,0.131248,0.092914,15.0,15.092914000000002,0.0,9.092914,Smurf
16714,6.0,24.6,69625,21,23,ping,65535,-------,0,-1,210,13762400,switch1,router,66.015243,66.041457,66.0567,0.026213999999999998,23.0816,1512660.0,65535.2,0.131248,0.098156,66.0,66.098156,0.0,9.098156,Smurf
17012,19.0,24.21,64299,22,23,ping,65535,-------,0,-1,210,13762400,switch2,router,61.015243000000005,61.062428000000004,61.077670999999995,0.047185000000000005,22.967447,1505180.0,65535.2,0.131248,0.140594,61.0,61.14059399999999,0.0,9.143376,Smurf
17034,24.13,13.0,83628,22,13,ack,55,-------,14,2608,16103,885665,Switch2,clien-13,9.108416,9.108416,9.118419,0.0,328.46027799999996,18065.3,55.0,0.008445999999999999,0.0,9.088410000000001,9.118419,1.030032,50.055747,Smurf
17147,24.2,2.0,243128,24,23,ack,55,-------,3,7578,16091,885005,server1,Router,24.103118,24.103118,24.113122,0.0,328.26412,18054.5,55.0,0.008440000000000001,0.0,24.103118,24.133128,1.030022,50.048477,Smurf
17194,7.0,24.7,33240,7,21,ping,65535,-------,0,-1,210,13762400,client-7,switch1,32.0,32.0,32.015243,0.0,23.055028,1510920.0,65535.2,0.131248,0.108642,32.0,32.108641999999996,0.0,9.108642,Smurf
