,SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
11777,20.0,25.0,56993,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,54.232192000000005,54.232192000000005,54.262831999999996,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,54.191549,54.262831999999996,1.201267,75.999728,SIDDOS
12020,20.0,25.0,68995,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,65.44416,65.44416,65.4748,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,65.40351700000001,65.4748,1.201267,75.999728,SIDDOS
12065,20.0,25.0,71472,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,67.749978,67.749978,67.75998100000001,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.719338,67.790621,1.201267,75.999728,SIDDOS
12405,20.0,25.0,72303,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,68.542253,68.542253,68.57289300000001,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,68.542253,68.613536,1.201267,75.999728,SIDDOS
12461,20.0,25.0,68396,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,64.923392,64.923392,64.954032,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,64.882749,64.954032,1.201267,75.999728,SIDDOS
13060,20.0,25.0,71684,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,67.989594,67.989594,67.999597,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.958954,68.030237,1.201267,75.999728,SIDDOS
13412,20.0,25.0,70109,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,66.49945600000001,66.49945600000001,66.530096,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,66.458813,66.530096,1.201267,75.999728,SIDDOS
13923,20.0,25.0,60564,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,57.56318100000001,57.56318100000001,57.573184,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,57.532541,57.603823999999996,1.201267,75.999728,SIDDOS
14003,20.0,25.0,71680,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,67.940522,67.940522,67.97116199999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.940522,68.01180500000001,1.201267,75.999728,SIDDOS
14136,20.0,25.0,69155,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,65.619264,65.619264,65.649904,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,65.578621,65.649904,1.201267,75.999728,SIDDOS
14818,20.0,25.0,78807,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,74.780224,74.780224,74.810864,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,74.739581,74.810864,1.201267,75.999728,SIDDOS
15164,20.0,25.0,72588,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,68.791085,68.791085,68.821725,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,68.791085,68.862368,1.201267,75.999728,SIDDOS
15314,20.0,25.0,70859,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,67.162221,67.162221,67.172224,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.13158100000001,67.202864,1.201267,75.999728,SIDDOS
15410,3.0,24.3,558028,23,24,tcp,1540,-------,4,15575,16091,24780100,Router,server1,48.451662,48.451662,48.461786,0.0,328.240918,505490.0,1540.0,0.236321,0.0,48.431416,48.461786,1.0,50.02192,SIDDOS
15978,20.0,25.0,60848,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,57.840447999999995,57.840447999999995,57.871088,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,57.799805000000006,57.871088,1.201267,75.999728,SIDDOS
16068,20.0,25.0,75374,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,71.508544,71.508544,71.53918399999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,71.467901,71.53918399999999,1.201267,75.999728,SIDDOS
16100,20.0,25.0,58234,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,55.378861,55.378861,55.388864,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,55.348220999999995,55.419504,1.201267,75.999728,SIDDOS
16189,20.0,25.0,73401,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,69.569405,69.569405,69.600045,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,69.569405,69.640688,1.201267,75.999728,SIDDOS
16220,20.0,25.0,72975,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,69.181149,69.18254,69.192543,0.001391,94.7212,5209.67,55.0,0.0037159999999999997,0.072674,69.150509,69.22318299999999,1.201267,75.999728,SIDDOS
16397,20.0,25.0,76693,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,72.734272,72.734272,72.764912,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,72.693629,72.764912,1.201267,75.999728,SIDDOS
17549,20.0,25.0,64612,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,61.33356800000001,61.33356800000001,61.364208,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,61.292925,61.364208,1.201267,75.999728,SIDDOS
17970,24.0,0.0,236599,21,0,ack,55,-------,1,7374,16091,885005,Switch1,clien-0,23.511962,23.511962,23.521964999999998,0.0,328.316229,18057.4,55.0,0.008440000000000001,0.0,23.491954999999997,23.521964999999998,1.03001,50.040684999999996,SIDDOS
18056,20.0,25.0,73873,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,70.033197,70.033197,70.0432,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,70.002557,70.07384,1.201267,75.999728,SIDDOS
18269,20.0,25.0,69498,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,65.919613,65.919613,65.950253,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,65.919613,65.99089599999999,1.201267,75.999728,SIDDOS
18830,20.0,25.0,60560,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,57.544748999999996,57.544748999999996,57.554752,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,57.514109,57.585392000000006,1.201267,75.999728,SIDDOS
19099,20.0,25.0,76217,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,72.28268800000001,72.28268800000001,72.313328,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,72.24204499999999,72.313328,1.201267,75.999728,SIDDOS
19164,20.0,25.0,66516,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,63.149179000000004,63.149179000000004,63.179818999999995,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,63.108536,63.179818999999995,1.201267,75.999728,SIDDOS
19179,20.0,25.0,76221,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,72.26047700000001,72.26047700000001,72.291117,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,72.26047700000001,72.33176,1.201267,75.999728,SIDDOS
19296,20.0,25.0,79080,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,75.277888,75.277888,75.30852800000001,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,75.237245,75.30852800000001,1.201267,75.999728,SIDDOS
19411,20.0,25.0,63872,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,60.661565,60.661565,60.692205,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,60.661565,60.732848,1.201267,75.999728,SIDDOS
19862,20.0,25.0,71044,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,67.313834,67.313834,67.344474,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.313834,67.38511700000001,1.201267,75.999728,SIDDOS
20217,20.0,25.0,70082,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,66.43494399999999,66.43494399999999,66.46558399999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,66.394301,66.46558399999999,1.201267,75.999728,SIDDOS
20821,20.0,25.0,57415,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,54.61516700000001,54.61516700000001,54.625170999999995,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071284,54.584527,54.655811,1.201267,75.999728,SIDDOS
21723,20.0,25.0,69951,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,66.323565,66.323565,66.333568,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,66.292925,66.36420799999999,1.201267,75.999728,SIDDOS
22533,20.0,25.0,76255,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,72.278909,72.278909,72.309549,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,72.278909,72.350192,1.201267,75.999728,SIDDOS
22885,20.0,25.0,75642,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,71.698301,71.698301,71.728941,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,71.698301,71.769584,1.201267,75.999728,SIDDOS
23128,13.0,24.13,377259,22,23,tcp,1540,-------,14,11027,16103,24798600,Switch2,Router,34.576685999999995,34.576685999999995,34.58681,0.0,328.460131,505828.0,1540.0,0.236498,0.0,34.566563,34.596933,1.0,50.025737,SIDDOS
23600,20.0,25.0,65482,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,62.140797,62.140797,62.171437,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,62.140797,62.21208000000001,1.201267,75.999728,SIDDOS
23684,20.0,25.0,60521,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,57.526317000000006,57.526317000000006,57.536319999999996,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,57.495677,57.566959999999995,1.201267,75.999728,SIDDOS
23830,20.0,25.0,65844,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,62.484840000000005,62.484840000000005,62.494843,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,62.4542,62.525482999999994,1.201267,75.999728,SIDDOS
24358,20.0,25.0,64614,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,61.342783999999995,61.342783999999995,61.373424,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,61.302141000000006,61.373424,1.201267,75.999728,SIDDOS
24559,20.0,25.0,72133,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,68.361712,68.361712,68.392352,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,68.321069,68.392352,1.201267,75.999728,SIDDOS
24686,20.0,25.0,71531,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,67.79306600000001,67.79306600000001,67.823706,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.79306600000001,67.864349,1.201267,75.999728,SIDDOS
25045,20.0,25.0,77476,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,73.495421,73.495421,73.526061,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,73.495421,73.566704,1.201267,75.999728,SIDDOS
25799,20.0,25.0,78047,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,74.061376,74.061376,74.092016,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,74.02073299999999,74.092016,1.201267,75.999728,SIDDOS
26848,20.0,25.0,73233,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,69.388077,69.388077,69.39808000000001,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,69.357437,69.42872,1.201267,75.999728,SIDDOS
26968,20.0,25.0,64622,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,61.379647999999996,61.379647999999996,61.410288,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,61.33900500000001,61.410288,1.201267,75.999728,SIDDOS
27639,20.0,25.0,64305,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,61.020989,61.020989,61.051629000000005,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.084002,61.020989,61.104991000000005,1.201267,75.999728,SIDDOS
27952,20.0,25.0,67956,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,64.49945600000001,64.49945600000001,64.530096,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,64.458813,64.530096,1.201267,75.999728,SIDDOS
27955,20.0,25.0,68192,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,64.710637,64.710637,64.72064,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,64.679997,64.75128000000001,1.201267,75.999728,SIDDOS
28328,20.0,25.0,71202,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,67.510362,67.510362,67.520365,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,67.479722,67.551005,1.201267,75.999728,SIDDOS
28713,20.0,25.0,58815,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,55.919613,55.919613,55.950253000000004,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,55.919613,55.990896,1.201267,75.999728,SIDDOS
28899,20.0,25.0,75212,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,71.324224,71.324224,71.354864,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,71.28358100000001,71.354864,1.201267,75.999728,SIDDOS
29230,20.0,25.0,58828,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,55.987117000000005,55.987117000000005,55.997119999999995,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,55.956477,56.02776,1.201267,75.999728,SIDDOS
29639,20.0,25.0,58044,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,55.196563,55.196563,55.227203,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071284,55.155919,55.227203,1.201267,75.999728,SIDDOS
30050,20.0,25.0,58253,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,55.412732999999996,55.412732999999996,55.443373,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,55.412732999999996,55.484016000000004,1.201267,75.999728,SIDDOS
30878,20.0,25.0,79088,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,75.314752,75.314752,75.345392,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,75.274109,75.345392,1.201267,75.999728,SIDDOS
30952,20.0,25.0,74734,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,70.822781,70.822781,70.853421,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,70.822781,70.894064,1.201267,75.999728,SIDDOS
31228,20.0,25.0,66800,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,63.378861,63.378861,63.388864,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,63.348220999999995,63.419504,1.201267,75.999728,SIDDOS
31439,20.0,25.0,76147,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,72.223613,72.223613,72.254253,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.07157000000000001,72.223613,72.295183,1.201267,75.999728,SIDDOS
31791,20.0,25.0,58817,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,55.928829,55.928829,55.95946899999999,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,55.928829,56.000112,1.201267,75.999728,SIDDOS
31902,20.0,25.0,57706,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,54.891647,54.891647,54.901651,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071284,54.861006999999994,54.932291000000006,1.201267,75.999728,SIDDOS
32149,20.0,25.0,75985,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,72.06993299999999,72.06993299999999,72.079936,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,72.039293,72.110576,1.201267,75.999728,SIDDOS
32849,20.0,25.0,75229,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,71.37952,71.37952,71.41016,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,71.338877,71.41016,1.201267,75.999728,SIDDOS
33024,20.0,25.0,79104,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,75.378477,75.378477,75.38848,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,75.347837,75.41911999999999,1.201267,75.999728,SIDDOS
33055,20.0,25.0,77617,23,25,tcp,55,-------,0,44,7085,389675,router,webcache,73.64665600000001,73.64665600000001,73.677296,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,73.606013,73.677296,1.201267,75.999728,SIDDOS
33292,20.0,25.0,68715,21,23,tcp,55,-------,0,44,7085,389675,switch1,router,65.171437,65.171437,65.18144000000001,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,65.14079699999999,65.21208,1.201267,75.999728,SIDDOS
33721,20.0,25.0,76859,20,21,tcp,55,-------,0,44,7085,389675,clienthttp,switch1,72.896381,72.896381,72.927021,0.0,94.7212,5209.67,55.0,0.0037159999999999997,0.071283,72.896381,72.967664,1.201267,75.999728,SIDDOS
